2021-11-20 20:47:27.6403447 +0500 PKT m=+24.014885801, 127.0.0.1:8028, balance = 0 
2021-11-20 20:52:28.5331958 +0500 PKT m=+324.907736701, 127.0.0.1:8008, balance = 30 
2021-11-20 20:52:38.5335349 +0500 PKT m=+334.908075901, 127.0.0.1:8030, balance = 20 
2021-11-20 20:52:38.5335455 +0500 PKT m=+334.908086401, 127.0.0.1:8007, balance = 40 
2021-11-20 20:52:38.5335576 +0500 PKT m=+334.908098501, 127.0.0.1:8024, balance = 60 
2021-11-20 20:52:38.5335595 +0500 PKT m=+334.908100401, 127.0.0.1:8037, balance = 40 
2021-11-20 20:52:38.5335616 +0500 PKT m=+334.908102601, 127.0.0.1:8032, balance = 60 
2021-11-20 20:52:38.5335654 +0500 PKT m=+334.908106301, 127.0.0.1:8028, balance = 50 
2021-11-20 20:52:38.533568 +0500 PKT m=+334.908108901, 127.0.0.1:8012, balance = 70 
2021-11-20 20:52:38.5335705 +0500 PKT m=+334.908111401, 127.0.0.1:8019, balance = 80 
2021-11-20 20:52:38.5335723 +0500 PKT m=+334.908113201, 127.0.0.1:8038, balance = 90 
2021-11-20 20:52:38.5335744 +0500 PKT m=+334.908115401, 127.0.0.1:8042, balance = 30 
2021-11-20 20:52:38.5335762 +0500 PKT m=+334.908117101, 127.0.0.1:8017, balance = 40 
2021-11-20 20:52:38.5335787 +0500 PKT m=+334.908119601, 127.0.0.1:8018, balance = 30 
2021-11-20 20:52:38.5335805 +0500 PKT m=+334.908121501, 127.0.0.1:8047, balance = 80 
2021-11-20 20:52:38.5335818 +0500 PKT m=+334.908122701, 127.0.0.1:8026, balance = 50 
2021-11-20 20:52:38.5335838 +0500 PKT m=+334.908124701, 127.0.0.1:8004, balance = 30 
2021-11-20 20:52:38.5335859 +0500 PKT m=+334.908126801, 127.0.0.1:8040, balance = 90 
2021-11-20 20:52:38.5335872 +0500 PKT m=+334.908128101, 127.0.0.1:8020, balance = 40 
2021-11-20 20:52:38.533589 +0500 PKT m=+334.908129901, 127.0.0.1:8036, balance = 70 
2021-11-20 20:52:38.5335923 +0500 PKT m=+334.908133201, 127.0.0.1:8013, balance = 50 
2021-11-20 20:52:38.5335935 +0500 PKT m=+334.908134401, 127.0.0.1:8008, balance = 30 
2021-11-20 20:52:38.5335948 +0500 PKT m=+334.908135801, 127.0.0.1:8045, balance = 60 
2021-11-20 20:52:38.5335967 +0500 PKT m=+334.908137601, 127.0.0.1:8031, balance = 70 
2021-11-20 20:52:38.5336 +0500 PKT m=+334.908141001, 127.0.0.1:8009, balance = 50 
2021-11-20 20:52:38.5336026 +0500 PKT m=+334.908143501, 127.0.0.1:8022, balance = 40 
2021-11-20 20:52:38.533605 +0500 PKT m=+334.908146001, 127.0.0.1:8050, balance = 0 
2021-11-20 20:52:38.5336084 +0500 PKT m=+334.908149401, 127.0.0.1:8023, balance = 60 
2021-11-20 20:52:38.5336104 +0500 PKT m=+334.908151301, 127.0.0.1:8016, balance = 40 
2021-11-20 20:52:38.5336128 +0500 PKT m=+334.908153701, 127.0.0.1:8005, balance = 30 
2021-11-20 20:52:38.5336149 +0500 PKT m=+334.908155801, 127.0.0.1:8014, balance = 50 
2021-11-20 20:52:38.5336162 +0500 PKT m=+334.908157101, 127.0.0.1:8006, balance = 40 
2021-11-20 20:52:38.5336183 +0500 PKT m=+334.908159201, 127.0.0.1:8034, balance = 80 
2021-11-20 20:52:38.5336195 +0500 PKT m=+334.908160501, 127.0.0.1:8000, balance = 50 
2021-11-20 20:52:38.5336222 +0500 PKT m=+334.908163101, 127.0.0.1:8015, balance = 50 
2021-11-20 20:52:38.5336241 +0500 PKT m=+334.908165001, 127.0.0.1:8048, balance = 70 
2021-11-20 20:52:38.5336259 +0500 PKT m=+334.908166901, 127.0.0.1:8021, balance = 70 
2021-11-20 20:52:38.5336284 +0500 PKT m=+334.908169301, 127.0.0.1:8025, balance = 70 
2021-11-20 20:52:38.5336322 +0500 PKT m=+334.908173101, 127.0.0.1:8001, balance = 80 
2021-11-20 20:52:38.5336336 +0500 PKT m=+334.908174501, 127.0.0.1:8010, balance = 40 
2021-11-20 20:52:38.5336401 +0500 PKT m=+334.908181001, 127.0.0.1:8043, balance = 30 
2021-11-20 20:52:38.5336414 +0500 PKT m=+334.908182401, 127.0.0.1:8033, balance = 70 
2021-11-20 20:52:38.5336427 +0500 PKT m=+334.908183601, 127.0.0.1:8003, balance = 80 
2021-11-20 20:52:38.5336455 +0500 PKT m=+334.908186501, 127.0.0.1:8002, balance = 70 
2021-11-20 20:52:38.5336487 +0500 PKT m=+334.908189701, 127.0.0.1:8011, balance = 100 
2021-11-20 20:52:38.5336512 +0500 PKT m=+334.908192201, 127.0.0.1:8041, balance = 50 
2021-11-20 20:52:38.5336533 +0500 PKT m=+334.908194201, 127.0.0.1:8027, balance = 40 
2021-11-20 20:52:38.5336554 +0500 PKT m=+334.908196301, 127.0.0.1:8035, balance = 20 
2021-11-20 20:52:38.5336574 +0500 PKT m=+334.908198301, 127.0.0.1:8044, balance = 20 
2021-11-20 20:52:38.5336593 +0500 PKT m=+334.908200301, 127.0.0.1:8049, balance = 120 
2021-11-20 20:52:38.5336621 +0500 PKT m=+334.908203001, 127.0.0.1:8039, balance = 20 
2021-11-20 20:52:38.5336644 +0500 PKT m=+334.908205301, 127.0.0.1:8046, balance = 90 
2021-11-20 20:52:38.5336658 +0500 PKT m=+334.908206701, 127.0.0.1:8029, balance = 40 
2021-11-20 20:52:48.5339348 +0500 PKT m=+344.908475801, 127.0.0.1:8016, balance = 40 
2021-11-20 20:52:48.5339448 +0500 PKT m=+344.908485801, 127.0.0.1:8045, balance = 70 
2021-11-20 20:52:48.5339479 +0500 PKT m=+344.908488801, 127.0.0.1:8031, balance = 70 
2021-11-20 20:52:48.5339494 +0500 PKT m=+344.908490401, 127.0.0.1:8009, balance = 60 
2021-11-20 20:52:48.5339527 +0500 PKT m=+344.908493601, 127.0.0.1:8022, balance = 40 
2021-11-20 20:52:48.5339639 +0500 PKT m=+344.908504901, 127.0.0.1:8050, balance = 0 
2021-11-20 20:52:48.5339655 +0500 PKT m=+344.908506501, 127.0.0.1:8023, balance = 60 
2021-11-20 20:52:48.5339669 +0500 PKT m=+344.908507801, 127.0.0.1:8021, balance = 70 
2021-11-20 20:52:48.5339686 +0500 PKT m=+344.908509501, 127.0.0.1:8005, balance = 30 
2021-11-20 20:52:48.5339886 +0500 PKT m=+344.908529501, 127.0.0.1:8014, balance = 50 
2021-11-20 20:52:48.5339913 +0500 PKT m=+344.908532301, 127.0.0.1:8006, balance = 40 
2021-11-20 20:52:48.5339928 +0500 PKT m=+344.908533801, 127.0.0.1:8034, balance = 80 
2021-11-20 20:52:48.533995 +0500 PKT m=+344.908536001, 127.0.0.1:8000, balance = 50 
2021-11-20 20:52:48.5339961 +0500 PKT m=+344.908537001, 127.0.0.1:8015, balance = 60 
2021-11-20 20:52:48.5339974 +0500 PKT m=+344.908538301, 127.0.0.1:8048, balance = 70 
2021-11-20 20:52:48.5339991 +0500 PKT m=+344.908540001, 127.0.0.1:8025, balance = 70 
2021-11-20 20:52:48.534 +0500 PKT m=+344.908540901, 127.0.0.1:8001, balance = 80 
2021-11-20 20:52:48.5340022 +0500 PKT m=+344.908543201, 127.0.0.1:8010, balance = 50 
2021-11-20 20:52:48.5340038 +0500 PKT m=+344.908544701, 127.0.0.1:8035, balance = 20 
2021-11-20 20:52:48.5340052 +0500 PKT m=+344.908546101, 127.0.0.1:8043, balance = 30 
2021-11-20 20:52:48.5340063 +0500 PKT m=+344.908547301, 127.0.0.1:8033, balance = 70 
2021-11-20 20:52:48.5340112 +0500 PKT m=+344.908552101, 127.0.0.1:8003, balance = 80 
2021-11-20 20:52:48.5340125 +0500 PKT m=+344.908553401, 127.0.0.1:8002, balance = 80 
2021-11-20 20:52:48.5340134 +0500 PKT m=+344.908554301, 127.0.0.1:8011, balance = 100 
2021-11-20 20:52:48.5340244 +0500 PKT m=+344.908565301, 127.0.0.1:8041, balance = 50 
2021-11-20 20:52:48.5340262 +0500 PKT m=+344.908567201, 127.0.0.1:8027, balance = 40 
2021-11-20 20:52:48.534028 +0500 PKT m=+344.908568901, 127.0.0.1:8029, balance = 40 
2021-11-20 20:52:48.5340303 +0500 PKT m=+344.908571201, 127.0.0.1:8044, balance = 20 
2021-11-20 20:52:48.534032 +0500 PKT m=+344.908572901, 127.0.0.1:8049, balance = 120 
2021-11-20 20:52:48.5340337 +0500 PKT m=+344.908574701, 127.0.0.1:8039, balance = 30 
2021-11-20 20:52:48.5340356 +0500 PKT m=+344.908576501, 127.0.0.1:8046, balance = 90 
2021-11-20 20:52:48.5340374 +0500 PKT m=+344.908578401, 127.0.0.1:8037, balance = 40 
2021-11-20 20:52:48.5340395 +0500 PKT m=+344.908580401, 127.0.0.1:8030, balance = 20 
2021-11-20 20:52:48.5340412 +0500 PKT m=+344.908582201, 127.0.0.1:8007, balance = 40 
2021-11-20 20:52:48.5340432 +0500 PKT m=+344.908584201, 127.0.0.1:8024, balance = 60 
2021-11-20 20:52:48.5340444 +0500 PKT m=+344.908585301, 127.0.0.1:8042, balance = 30 
2021-11-20 20:52:48.534048 +0500 PKT m=+344.908588901, 127.0.0.1:8032, balance = 60 
2021-11-20 20:52:48.5340489 +0500 PKT m=+344.908589801, 127.0.0.1:8028, balance = 50 
2021-11-20 20:52:48.5340506 +0500 PKT m=+344.908591501, 127.0.0.1:8012, balance = 70 
2021-11-20 20:52:48.5340523 +0500 PKT m=+344.908593301, 127.0.0.1:8019, balance = 90 
2021-11-20 20:52:48.5340533 +0500 PKT m=+344.908594301, 127.0.0.1:8038, balance = 90 
2021-11-20 20:52:48.5340559 +0500 PKT m=+344.908596801, 127.0.0.1:8036, balance = 70 
2021-11-20 20:52:48.5340576 +0500 PKT m=+344.908598501, 127.0.0.1:8017, balance = 40 
2021-11-20 20:52:48.5340593 +0500 PKT m=+344.908600201, 127.0.0.1:8018, balance = 30 
2021-11-20 20:52:48.5340609 +0500 PKT m=+344.908601801, 127.0.0.1:8047, balance = 80 
2021-11-20 20:52:48.5340626 +0500 PKT m=+344.908603501, 127.0.0.1:8026, balance = 50 
2021-11-20 20:52:48.5340644 +0500 PKT m=+344.908605301, 127.0.0.1:8004, balance = 30 
2021-11-20 20:52:48.5340661 +0500 PKT m=+344.908607001, 127.0.0.1:8040, balance = 90 
2021-11-20 20:52:48.5340686 +0500 PKT m=+344.908609501, 127.0.0.1:8020, balance = 50 
2021-11-20 20:52:48.534071 +0500 PKT m=+344.908611901, 127.0.0.1:8013, balance = 50 
2021-11-20 20:52:48.5340762 +0500 PKT m=+344.908617101, 127.0.0.1:8008, balance = 30 
2021-11-20 20:52:58.5345477 +0500 PKT m=+354.909088601, 127.0.0.1:8010, balance = 50 
2021-11-20 20:52:58.5345602 +0500 PKT m=+354.909101101, 127.0.0.1:8043, balance = 30 
2021-11-20 20:52:58.5345756 +0500 PKT m=+354.909116501, 127.0.0.1:8033, balance = 70 
2021-11-20 20:52:58.5345781 +0500 PKT m=+354.909119001, 127.0.0.1:8003, balance = 80 
2021-11-20 20:52:58.5345802 +0500 PKT m=+354.909121101, 127.0.0.1:8002, balance = 80 
2021-11-20 20:52:58.5345845 +0500 PKT m=+354.909125401, 127.0.0.1:8011, balance = 100 
2021-11-20 20:52:58.5345872 +0500 PKT m=+354.909128101, 127.0.0.1:8041, balance = 50 
2021-11-20 20:52:58.5345894 +0500 PKT m=+354.909130401, 127.0.0.1:8027, balance = 40 
2021-11-20 20:52:58.5345918 +0500 PKT m=+354.909132801, 127.0.0.1:8035, balance = 20 
2021-11-20 20:52:58.5345947 +0500 PKT m=+354.909135701, 127.0.0.1:8044, balance = 20 
2021-11-20 20:52:58.5345962 +0500 PKT m=+354.909137101, 127.0.0.1:8049, balance = 120 
2021-11-20 20:52:58.5345982 +0500 PKT m=+354.909139101, 127.0.0.1:8039, balance = 30 
2021-11-20 20:52:58.5346013 +0500 PKT m=+354.909142301, 127.0.0.1:8046, balance = 90 
2021-11-20 20:52:58.5346041 +0500 PKT m=+354.909145101, 127.0.0.1:8029, balance = 40 
2021-11-20 20:52:58.5346071 +0500 PKT m=+354.909148001, 127.0.0.1:8030, balance = 20 
2021-11-20 20:52:58.5346092 +0500 PKT m=+354.909150101, 127.0.0.1:8007, balance = 40 
2021-11-20 20:52:58.5346104 +0500 PKT m=+354.909151301, 127.0.0.1:8024, balance = 60 
2021-11-20 20:52:58.5346125 +0500 PKT m=+354.909153501, 127.0.0.1:8037, balance = 40 
2021-11-20 20:52:58.534616 +0500 PKT m=+354.909157001, 127.0.0.1:8032, balance = 60 
2021-11-20 20:52:58.5346174 +0500 PKT m=+354.909158401, 127.0.0.1:8028, balance = 50 
2021-11-20 20:52:58.5346187 +0500 PKT m=+354.909159601, 127.0.0.1:8012, balance = 70 
2021-11-20 20:52:58.5346211 +0500 PKT m=+354.909162001, 127.0.0.1:8019, balance = 90 
2021-11-20 20:52:58.5346223 +0500 PKT m=+354.909163201, 127.0.0.1:8038, balance = 90 
2021-11-20 20:52:58.5346249 +0500 PKT m=+354.909165801, 127.0.0.1:8042, balance = 30 
2021-11-20 20:52:58.5346273 +0500 PKT m=+354.909168201, 127.0.0.1:8017, balance = 40 
2021-11-20 20:52:58.5346297 +0500 PKT m=+354.909170601, 127.0.0.1:8018, balance = 30 
2021-11-20 20:52:58.5346311 +0500 PKT m=+354.909172001, 127.0.0.1:8047, balance = 80 
2021-11-20 20:52:58.5346335 +0500 PKT m=+354.909174501, 127.0.0.1:8026, balance = 50 
2021-11-20 20:52:58.5346355 +0500 PKT m=+354.909176501, 127.0.0.1:8004, balance = 30 
2021-11-20 20:52:58.5346369 +0500 PKT m=+354.909177801, 127.0.0.1:8040, balance = 90 
2021-11-20 20:52:58.5346391 +0500 PKT m=+354.909180001, 127.0.0.1:8020, balance = 50 
2021-11-20 20:52:58.5346405 +0500 PKT m=+354.909181401, 127.0.0.1:8036, balance = 70 
2021-11-20 20:52:58.5346435 +0500 PKT m=+354.909184401, 127.0.0.1:8013, balance = 50 
2021-11-20 20:52:58.5346458 +0500 PKT m=+354.909186701, 127.0.0.1:8008, balance = 30 
2021-11-20 20:52:58.534648 +0500 PKT m=+354.909189001, 127.0.0.1:8045, balance = 70 
2021-11-20 20:52:58.5346495 +0500 PKT m=+354.909190401, 127.0.0.1:8031, balance = 70 
2021-11-20 20:52:58.5346547 +0500 PKT m=+354.909195601, 127.0.0.1:8009, balance = 60 
2021-11-20 20:52:58.5346559 +0500 PKT m=+354.909196801, 127.0.0.1:8022, balance = 40 
2021-11-20 20:52:58.5346588 +0500 PKT m=+354.909199701, 127.0.0.1:8050, balance = 0 
2021-11-20 20:52:58.5346605 +0500 PKT m=+354.909201401, 127.0.0.1:8023, balance = 60 
2021-11-20 20:52:58.534662 +0500 PKT m=+354.909202901, 127.0.0.1:8016, balance = 40 
2021-11-20 20:52:58.5346651 +0500 PKT m=+354.909206001, 127.0.0.1:8005, balance = 30 
2021-11-20 20:52:58.5346673 +0500 PKT m=+354.909208201, 127.0.0.1:8014, balance = 50 
2021-11-20 20:52:58.5346697 +0500 PKT m=+354.909210601, 127.0.0.1:8006, balance = 40 
2021-11-20 20:52:58.5346719 +0500 PKT m=+354.909212801, 127.0.0.1:8034, balance = 80 
2021-11-20 20:52:58.5346743 +0500 PKT m=+354.909215201, 127.0.0.1:8000, balance = 50 
2021-11-20 20:52:58.5346777 +0500 PKT m=+354.909218701, 127.0.0.1:8015, balance = 60 
2021-11-20 20:52:58.53468 +0500 PKT m=+354.909220901, 127.0.0.1:8048, balance = 70 
2021-11-20 20:52:58.5346831 +0500 PKT m=+354.909224001, 127.0.0.1:8021, balance = 70 
2021-11-20 20:52:58.5346855 +0500 PKT m=+354.909226401, 127.0.0.1:8025, balance = 70 
2021-11-20 20:52:58.5346873 +0500 PKT m=+354.909228201, 127.0.0.1:8001, balance = 80 
2021-11-20 20:53:08.5478245 +0500 PKT m=+364.922365501, 127.0.0.1:8019, balance = 90 
2021-11-20 20:53:08.5478399 +0500 PKT m=+364.922380801, 127.0.0.1:8038, balance = 90 
2021-11-20 20:53:08.547843 +0500 PKT m=+364.922383901, 127.0.0.1:8042, balance = 30 
2021-11-20 20:53:08.5478457 +0500 PKT m=+364.922386701, 127.0.0.1:8032, balance = 80 
2021-11-20 20:53:08.5478477 +0500 PKT m=+364.922388701, 127.0.0.1:8028, balance = 50 
2021-11-20 20:53:08.5478583 +0500 PKT m=+364.922399201, 127.0.0.1:8012, balance = 80 
2021-11-20 20:53:08.5478623 +0500 PKT m=+364.922403201, 127.0.0.1:8026, balance = 50 
2021-11-20 20:53:08.5478652 +0500 PKT m=+364.922406101, 127.0.0.1:8004, balance = 30 
2021-11-20 20:53:08.5478685 +0500 PKT m=+364.922409501, 127.0.0.1:8040, balance = 100 
2021-11-20 20:53:08.5478729 +0500 PKT m=+364.922413801, 127.0.0.1:8020, balance = 60 
2021-11-20 20:53:08.5478741 +0500 PKT m=+364.922415001, 127.0.0.1:8036, balance = 70 
2021-11-20 20:53:08.5478765 +0500 PKT m=+364.922417401, 127.0.0.1:8017, balance = 40 
2021-11-20 20:53:08.5478806 +0500 PKT m=+364.922421501, 127.0.0.1:8018, balance = 30 
2021-11-20 20:53:08.547882 +0500 PKT m=+364.922423001, 127.0.0.1:8047, balance = 80 
2021-11-20 20:53:08.5478864 +0500 PKT m=+364.922427301, 127.0.0.1:8013, balance = 60 
2021-11-20 20:53:08.5478914 +0500 PKT m=+364.922432401, 127.0.0.1:8008, balance = 50 
2021-11-20 20:53:08.5478939 +0500 PKT m=+364.922434901, 127.0.0.1:8022, balance = 40 
2021-11-20 20:53:08.5478981 +0500 PKT m=+364.922439001, 127.0.0.1:8050, balance = 0 
2021-11-20 20:53:08.5479021 +0500 PKT m=+364.922443101, 127.0.0.1:8023, balance = 60 
2021-11-20 20:53:08.5479047 +0500 PKT m=+364.922445701, 127.0.0.1:8016, balance = 40 
2021-11-20 20:53:08.5479093 +0500 PKT m=+364.922450301, 127.0.0.1:8045, balance = 70 
2021-11-20 20:53:08.5479129 +0500 PKT m=+364.922453801, 127.0.0.1:8031, balance = 70 
2021-11-20 20:53:08.5479162 +0500 PKT m=+364.922457201, 127.0.0.1:8009, balance = 70 
2021-11-20 20:53:08.5479189 +0500 PKT m=+364.922459801, 127.0.0.1:8034, balance = 80 
2021-11-20 20:53:08.547932 +0500 PKT m=+364.922473001, 127.0.0.1:8000, balance = 60 
2021-11-20 20:53:08.5479347 +0500 PKT m=+364.922475601, 127.0.0.1:8015, balance = 70 
2021-11-20 20:53:08.5479364 +0500 PKT m=+364.922477401, 127.0.0.1:8048, balance = 80 
2021-11-20 20:53:08.5479401 +0500 PKT m=+364.922481001, 127.0.0.1:8021, balance = 70 
2021-11-20 20:53:08.5479418 +0500 PKT m=+364.922482701, 127.0.0.1:8005, balance = 30 
2021-11-20 20:53:08.5479431 +0500 PKT m=+364.922484101, 127.0.0.1:8014, balance = 50 
2021-11-20 20:53:08.5479494 +0500 PKT m=+364.922490301, 127.0.0.1:8006, balance = 40 
2021-11-20 20:53:08.5479514 +0500 PKT m=+364.922492301, 127.0.0.1:8025, balance = 70 
2021-11-20 20:53:08.5479552 +0500 PKT m=+364.922496201, 127.0.0.1:8001, balance = 80 
2021-11-20 20:53:08.5479585 +0500 PKT m=+364.922499501, 127.0.0.1:8010, balance = 50 
2021-11-20 20:53:08.5479624 +0500 PKT m=+364.922503301, 127.0.0.1:8002, balance = 80 
2021-11-20 20:53:08.5479639 +0500 PKT m=+364.922504801, 127.0.0.1:8011, balance = 120 
2021-11-20 20:53:08.5479739 +0500 PKT m=+364.922514901, 127.0.0.1:8041, balance = 50 
2021-11-20 20:53:08.5479755 +0500 PKT m=+364.922516401, 127.0.0.1:8027, balance = 40 
2021-11-20 20:53:08.5479799 +0500 PKT m=+364.922520901, 127.0.0.1:8035, balance = 20 
2021-11-20 20:53:08.5479817 +0500 PKT m=+364.922522601, 127.0.0.1:8043, balance = 30 
2021-11-20 20:53:08.5479837 +0500 PKT m=+364.922524601, 127.0.0.1:8033, balance = 70 
2021-11-20 20:53:08.5479869 +0500 PKT m=+364.922527801, 127.0.0.1:8003, balance = 80 
2021-11-20 20:53:08.5479902 +0500 PKT m=+364.922531101, 127.0.0.1:8039, balance = 30 
2021-11-20 20:53:08.5479925 +0500 PKT m=+364.922533401, 127.0.0.1:8046, balance = 90 
2021-11-20 20:53:08.5479952 +0500 PKT m=+364.922536101, 127.0.0.1:8029, balance = 40 
2021-11-20 20:53:08.547997 +0500 PKT m=+364.922537901, 127.0.0.1:8044, balance = 20 
2021-11-20 20:53:08.5480008 +0500 PKT m=+364.922541701, 127.0.0.1:8049, balance = 120 
2021-11-20 20:53:08.5480043 +0500 PKT m=+364.922545201, 127.0.0.1:8007, balance = 40 
2021-11-20 20:53:08.5480098 +0500 PKT m=+364.922550801, 127.0.0.1:8024, balance = 60 
2021-11-20 20:53:08.5480125 +0500 PKT m=+364.922553401, 127.0.0.1:8037, balance = 40 
2021-11-20 20:53:08.5480157 +0500 PKT m=+364.922556601, 127.0.0.1:8030, balance = 20 
2021-11-20 20:53:18.5483692 +0500 PKT m=+374.922910101, 127.0.0.1:8010, balance = 50 
2021-11-20 20:53:18.5483812 +0500 PKT m=+374.922922101, 127.0.0.1:8033, balance = 70 
2021-11-20 20:53:18.548394 +0500 PKT m=+374.922934901, 127.0.0.1:8003, balance = 80 
2021-11-20 20:53:18.5483988 +0500 PKT m=+374.922939701, 127.0.0.1:8002, balance = 80 
2021-11-20 20:53:18.5484006 +0500 PKT m=+374.922941501, 127.0.0.1:8011, balance = 120 
2021-11-20 20:53:18.5484041 +0500 PKT m=+374.922945001, 127.0.0.1:8041, balance = 50 
2021-11-20 20:53:18.5484064 +0500 PKT m=+374.922947401, 127.0.0.1:8027, balance = 40 
2021-11-20 20:53:18.5484082 +0500 PKT m=+374.922949101, 127.0.0.1:8035, balance = 20 
2021-11-20 20:53:18.5484097 +0500 PKT m=+374.922950601, 127.0.0.1:8043, balance = 30 
2021-11-20 20:53:18.5484121 +0500 PKT m=+374.922953001, 127.0.0.1:8049, balance = 120 
2021-11-20 20:53:18.548414 +0500 PKT m=+374.922954901, 127.0.0.1:8039, balance = 30 
2021-11-20 20:53:18.5484159 +0500 PKT m=+374.922956801, 127.0.0.1:8046, balance = 90 
2021-11-20 20:53:18.5484177 +0500 PKT m=+374.922958701, 127.0.0.1:8029, balance = 40 
2021-11-20 20:53:18.5484192 +0500 PKT m=+374.922960201, 127.0.0.1:8044, balance = 20 
2021-11-20 20:53:18.5484216 +0500 PKT m=+374.922962601, 127.0.0.1:8007, balance = 40 
2021-11-20 20:53:18.5484238 +0500 PKT m=+374.922964701, 127.0.0.1:8024, balance = 60 
2021-11-20 20:53:18.548425 +0500 PKT m=+374.922965901, 127.0.0.1:8037, balance = 40 
2021-11-20 20:53:18.5484272 +0500 PKT m=+374.922968101, 127.0.0.1:8030, balance = 20 
2021-11-20 20:53:18.5484292 +0500 PKT m=+374.922970101, 127.0.0.1:8028, balance = 50 
2021-11-20 20:53:18.5484304 +0500 PKT m=+374.922971301, 127.0.0.1:8012, balance = 80 
2021-11-20 20:53:18.5484315 +0500 PKT m=+374.922972401, 127.0.0.1:8019, balance = 90 
2021-11-20 20:53:18.5484334 +0500 PKT m=+374.922974301, 127.0.0.1:8038, balance = 90 
2021-11-20 20:53:18.5484345 +0500 PKT m=+374.922975401, 127.0.0.1:8042, balance = 30 
2021-11-20 20:53:18.5484368 +0500 PKT m=+374.922977801, 127.0.0.1:8032, balance = 80 
2021-11-20 20:53:18.5484391 +0500 PKT m=+374.922980001, 127.0.0.1:8018, balance = 30 
2021-11-20 20:53:18.5484404 +0500 PKT m=+374.922981301, 127.0.0.1:8047, balance = 80 
2021-11-20 20:53:18.5484423 +0500 PKT m=+374.922983201, 127.0.0.1:8026, balance = 50 
2021-11-20 20:53:18.5484449 +0500 PKT m=+374.922985801, 127.0.0.1:8004, balance = 30 
2021-11-20 20:53:18.548447 +0500 PKT m=+374.922987901, 127.0.0.1:8040, balance = 100 
2021-11-20 20:53:18.5484491 +0500 PKT m=+374.922990101, 127.0.0.1:8020, balance = 60 
2021-11-20 20:53:18.5484505 +0500 PKT m=+374.922991501, 127.0.0.1:8036, balance = 70 
2021-11-20 20:53:18.5484526 +0500 PKT m=+374.922993501, 127.0.0.1:8017, balance = 40 
2021-11-20 20:53:18.5484554 +0500 PKT m=+374.922996301, 127.0.0.1:8013, balance = 60 
2021-11-20 20:53:18.5484576 +0500 PKT m=+374.922998501, 127.0.0.1:8008, balance = 50 
2021-11-20 20:53:18.5484596 +0500 PKT m=+374.923000501, 127.0.0.1:8031, balance = 70 
2021-11-20 20:53:18.5484608 +0500 PKT m=+374.923001801, 127.0.0.1:8009, balance = 70 
2021-11-20 20:53:18.5484654 +0500 PKT m=+374.923006301, 127.0.0.1:8022, balance = 40 
2021-11-20 20:53:18.5484666 +0500 PKT m=+374.923007601, 127.0.0.1:8050, balance = 0 
2021-11-20 20:53:18.5484691 +0500 PKT m=+374.923010101, 127.0.0.1:8023, balance = 60 
2021-11-20 20:53:18.5484706 +0500 PKT m=+374.923011501, 127.0.0.1:8016, balance = 40 
2021-11-20 20:53:18.5484718 +0500 PKT m=+374.923012701, 127.0.0.1:8045, balance = 70 
2021-11-20 20:53:18.5484742 +0500 PKT m=+374.923015201, 127.0.0.1:8014, balance = 50 
2021-11-20 20:53:18.5484766 +0500 PKT m=+374.923017501, 127.0.0.1:8006, balance = 40 
2021-11-20 20:53:18.5484786 +0500 PKT m=+374.923019601, 127.0.0.1:8034, balance = 80 
2021-11-20 20:53:18.5484913 +0500 PKT m=+374.923032201, 127.0.0.1:8000, balance = 60 
2021-11-20 20:53:18.5484937 +0500 PKT m=+374.923034601, 127.0.0.1:8015, balance = 70 
2021-11-20 20:53:18.5484957 +0500 PKT m=+374.923036601, 127.0.0.1:8048, balance = 80 
2021-11-20 20:53:18.5484977 +0500 PKT m=+374.923038601, 127.0.0.1:8021, balance = 70 
2021-11-20 20:53:18.5484999 +0500 PKT m=+374.923040901, 127.0.0.1:8005, balance = 30 
2021-11-20 20:53:18.5485018 +0500 PKT m=+374.923042801, 127.0.0.1:8025, balance = 70 
2021-11-20 20:53:18.5485034 +0500 PKT m=+374.923044301, 127.0.0.1:8001, balance = 80 
